time	commentID	userID	pullRequestID	commitID
2011-03-07 18:30:41	6540	141772	46452	266760
2011-03-07 18:44:27	6541	141772	46452	266760
2011-03-07 18:45:48	6542	141772	46452	266760
2011-03-07 18:53:07	6543	122687	46452	266760
2011-03-07 19:35:40	6559	82766	46449	266743
2011-03-07 19:36:46	6560	82766	46449	266743
2011-03-07 19:39:18	6562	9743	46449	266743
2011-03-07 19:40:06	6563	9743	46449	266743
2011-03-07 21:16:44	6575	82766	46449	266743
2011-03-07 23:03:45	6587	9743	46449	266743
2011-03-08 10:28:31	6827	77187	21002	158917
2011-03-08 19:55:19	6911	141772	46452	266765
2011-03-09 07:58:25	7062	97313	38074	230118
2011-03-09 14:24:22	7132	122687	46452	266750
2011-03-09 14:31:23	7136	122687	46452	266750
2011-03-09 14:32:38	7138	122687	46452	266750
2011-03-09 18:01:32	7146	142077	46452	266760
2011-03-09 18:12:22	7150	142077	46452	266750
2011-03-09 19:19:18	7156	141772	46452	266750
2011-03-09 19:19:55	7157	141772	46452	266760
2011-03-09 19:20:26	7158	141772	46452	266750
2011-03-09 19:20:46	7159	141772	46452	266750
2011-03-09 20:29:31	7162	141772	46452	266750
2011-03-09 21:17:01	7171	141912	46452	266731
2011-03-09 21:20:01	7172	141912	46452	266750
2011-03-09 23:04:48	7181	97313	38058	229675
2011-03-09 23:28:04	7185	112693	38058	229675
2011-03-09 23:34:53	7187	97313	38058	229675
2011-03-10 00:05:05	7192	112693	38058	229675
2011-03-10 00:15:39	7193	97313	38058	229675
2011-03-10 01:01:21	7199	97313	38051	229786
2011-03-10 01:11:10	7210	112780	38051	229786
2011-03-10 01:15:17	7212	97313	38051	229786
2011-03-10 01:18:14	7213	112780	38051	229786
2011-03-10 01:41:13	7216	112604	38332	229669
2011-03-10 01:46:37	7219	97313	38332	229669
2011-03-10 05:37:34	7326	141772	46469	266851
2011-03-10 05:37:53	7327	141772	46469	266851
2011-03-10 23:50:44	7479	97313	79212	394598
2011-03-10 23:51:31	7480	97313	79212	394598
2011-03-10 23:52:12	7481	97313	79212	394598
2011-03-10 23:53:10	7482	97313	79212	394598
2011-03-10 23:54:01	7483	97313	79212	394599
2011-03-10 23:55:07	7485	97313	79212	394599
2011-03-11 00:04:25	7486	113974	79212	394599
2011-03-11 00:05:00	7487	113974	79212	394599
2011-03-11 02:14:17	7512	112780	37997	229529
2011-03-11 02:15:44	7513	112780	37997	229529
2011-03-11 02:16:44	7514	112780	37997	229529
2011-03-11 02:18:43	7515	148551	37997	229529
2011-03-11 02:19:45	7516	148551	37997	229529
2011-03-11 02:20:41	7517	148551	37997	229529
2011-03-11 02:22:24	7518	112780	37997	229529
2011-03-11 02:24:01	7520	148551	37997	229529
2011-03-11 02:27:49	7523	112780	37997	229529
2011-03-11 02:34:10	7529	148551	37997	229529
2011-03-11 03:33:35	7541	97313	37997	229529
2011-03-11 23:52:02	7698	76399	20986	148269
2011-03-11 23:58:32	7699	76399	20984	158841
2011-03-12 00:15:11	7704	77475	20986	148269
2011-03-12 04:28:51	7751	112604	37976	229479
2011-03-12 06:42:40	7773	112780	37976	229479
2011-03-13 02:40:39	7911	76382	20988	158848
2011-03-13 02:55:22	7912	97313	37935	229392
2011-03-13 02:55:54	7913	97313	37935	229392
2011-03-13 02:57:03	7914	97313	37935	229392
2011-03-13 02:57:43	7915	97313	37935	229392
2011-03-13 02:58:14	7916	97313	37935	229392
2011-03-13 02:59:07	7917	97313	37935	229392
2011-03-13 02:59:58	7918	112771	37935	229392
2011-03-13 03:02:57	7919	97313	37935	229393
2011-03-13 04:28:57	7944	76403	20988	158848
2011-03-13 04:30:13	7945	76403	20988	158848
2011-03-13 07:39:54	7952	96175	37935	229392
2011-03-13 11:46:38	7989	172024	65594	343685
2011-03-13 23:52:23	8034	12779	10712	89722
2011-03-13 23:53:24	8035	12779	10712	89722
2011-03-13 23:54:02	8036	12779	10712	89722
2011-03-13 23:54:32	8037	12779	10712	89722
2011-03-13 23:55:57	8039	12779	10712	89722
2011-03-13 23:58:33	8040	12779	10712	89722
2011-03-14 00:00:38	8041	12779	10712	89722
2011-03-14 00:01:35	8042	12779	10712	89722
2011-03-14 00:04:13	8043	12779	10712	89722
2011-03-14 00:10:43	8044	12779	10712	89722
2011-03-14 00:13:20	8045	12779	10712	89722
2011-03-14 00:14:48	8046	12779	10712	89722
2011-03-14 00:15:44	8047	12779	10712	89722
2011-03-14 01:09:49	8049	12669	10712	89722
2011-03-14 01:13:32	8050	12669	10712	89722
2011-03-14 01:14:52	8051	12669	10712	89722
2011-03-14 01:17:29	8052	12669	10712	89722
2011-03-14 01:22:30	8053	12669	10712	89722
2011-03-14 01:39:28	8054	12669	10712	89722
2011-03-14 01:39:50	8055	12669	10712	89722
2011-03-14 01:48:34	8056	12669	10712	89722
2011-03-14 02:19:05	8057	12669	10712	89722
2011-03-14 02:48:56	8058	76382	20988	158848
2011-03-14 03:55:00	8060	32684	72033	373542
2011-03-14 03:56:29	8061	18654	72033	373542
2011-03-14 04:34:29	8064	97313	37921	229356
2011-03-14 05:37:52	8072	12779	10712	89722
2011-03-14 05:39:17	8073	12779	10712	89722
2011-03-14 05:41:16	8074	12779	10712	89722
2011-03-14 05:42:54	8076	12779	10712	89722
2011-03-14 05:47:14	8078	12779	10712	89722
2011-03-14 05:53:39	8079	12779	10712	89722
2011-03-14 07:24:16	8094	113175	38024	229601
2011-03-14 07:56:29	8098	12669	10712	89722
2011-03-14 08:06:34	8099	12669	10712	89722
2011-03-14 08:09:55	8100	12669	10712	89722
2011-03-14 08:12:52	8101	12669	10712	89722
2011-03-14 08:19:35	8106	12669	10712	89722
2011-03-14 08:45:13	8107	9121	20992	158881
2011-03-14 08:45:41	8108	9121	20992	158881
2011-03-14 09:37:34	8111	16599	20992	158881
2011-03-14 09:39:11	8112	16599	20992	158881
2011-03-14 09:40:19	8113	16599	20992	158881
2011-03-14 09:49:54	8115	16599	20992	158881
2011-03-14 09:52:59	8116	16599	20992	158881
2011-03-14 10:01:34	8118	16599	21002	158917
2011-03-14 10:04:38	8119	16599	21049	159017
2011-03-14 10:30:33	8124	16599	21017	158946
2011-03-14 11:09:31	8132	76382	20992	158881
2011-03-14 11:11:11	8134	76382	20992	158881
2011-03-14 11:21:26	8135	76382	20992	158881
2011-03-14 11:31:33	8136	16599	20992	158881
2011-03-14 11:33:37	8137	16599	20992	158881
2011-03-14 12:30:54	8144	76382	20992	158883
2011-03-14 19:23:06	8196	81509	21049	159017
2011-03-14 19:39:15	8197	80358	21017	158946
2011-03-14 22:45:31	8207	112604	37976	229479
2011-03-14 22:51:07	8208	112780	37976	229479
2011-03-15 04:17:31	8315	9121	21006	148268
2011-03-16 00:09:28	8593	12779	10712	89722
2011-03-16 00:11:17	8596	12779	10712	89722
2011-03-16 00:12:06	8597	12779	10712	89683
2011-03-16 00:13:00	8599	12779	10712	89683
2011-03-16 00:36:43	8614	12669	10712	89722
2011-03-16 00:50:08	8618	12669	10712	89683
2011-03-16 02:51:23	8632	12779	10712	89683
2011-03-17 01:20:36	8915	96175	37871	229202
2011-03-17 03:09:34	8987	97313	79202	394568
2011-03-17 03:12:46	8989	97313	79202	394568
2011-03-17 03:15:36	8990	97313	79202	394568
2011-03-17 03:16:08	8991	97313	79202	394568
2011-03-17 03:17:46	8992	97313	37865	229184
2011-03-17 03:28:34	8998	112780	37865	229184
2011-03-17 06:22:52	9054	112604	38331	230686
2011-03-17 06:31:20	9059	114355	38331	230686
2011-03-17 21:23:43	9234	112604	37852	229113
2011-03-17 21:24:14	9235	112604	37852	229113
2011-03-17 21:24:44	9236	112604	37852	229113
2011-03-17 22:48:28	9260	36827	37852	229113
2011-03-18 01:29:23	9311	113175	37861	229176
2011-03-18 01:46:33	9319	112780	37861	229176
2011-03-18 02:40:35	9343	97313	37846	229106
2011-03-18 02:41:48	9344	97313	37846	229106
2011-03-18 02:42:42	9345	97313	37846	229106
2011-03-18 02:43:01	9346	29104	37846	229106
2011-03-18 02:43:16	9347	29104	37846	229106
2011-03-18 04:17:19	9390	97313	37843	229096
2011-03-18 04:20:50	9396	97313	37843	229096
2011-03-18 04:21:28	9397	97313	37843	229096
2011-03-18 04:24:17	9400	112780	37843	229096
2011-03-18 04:36:24	9401	97313	37843	229096
2011-03-18 04:50:13	9405	112780	37843	229096
2011-03-18 06:49:54	9430	73913	67382	352131
2011-03-18 18:13:22	9626	97313	37852	229113
2011-03-18 18:22:29	9628	112604	37852	229113
2011-03-18 19:15:21	9641	38653	79197	229075
2011-03-18 19:18:34	9642	96175	79197	229075
2011-03-18 19:19:28	9643	147821	79197	229075
2011-03-18 19:31:55	9647	38653	79197	229075
2011-03-18 19:37:48	9649	147821	79197	229075
2011-03-18 19:38:29	9651	96175	79197	229075
2011-03-19 01:38:58	9742	16304	37823	229005
2011-03-19 02:58:44	9776	7566	67382	352131
2011-03-19 12:19:48	9925	97313	37801	228975
2011-03-19 12:28:38	9926	4092	37801	228975
2011-03-19 17:28:42	9935	112604	37801	228974
2011-03-19 17:29:15	9936	112604	37801	228974
2011-03-19 17:30:23	9937	112604	37801	228974
2011-03-19 17:50:26	9938	4092	37801	228974
2011-03-19 19:39:03	9943	29104	37801	228974
2011-03-19 20:27:25	9945	115497	37801	228974
2011-03-19 20:33:52	9946	29104	37801	228974
2011-03-21 00:59:02	10065	96175	38331	230686
2011-03-22 04:21:04	10453	73913	67381	352107
2011-03-22 04:33:11	10460	204508	67381	352107
2011-03-22 06:21:19	10528	204508	67381	352107
2011-03-22 07:10:58	10552	7566	67381	352099
2011-03-22 07:27:42	10571	204508	67381	352099
2011-03-22 18:49:29	10726	112604	37726	228802
2011-03-23 02:21:07	10828	7566	67381	352078
2011-03-23 02:25:20	10829	7566	67381	352078
2011-03-23 08:59:54	10984	113175	37703	228742
2011-03-23 09:02:16	10985	97313	37703	228742
2011-03-23 09:30:59	10998	204508	67381	352078
2011-03-23 12:03:33	11061	56375	37703	228742
2011-03-24 05:29:06	11260	48979	21002	158917
2011-03-24 06:44:36	11306	70289	38362	230753
2011-03-25 11:51:48	12015	76382	20953	158781
2011-03-25 11:55:59	12016	76382	20953	158781
2011-03-25 12:16:35	12024	28228	20953	158781
2011-03-25 12:25:07	12026	28228	20953	158781
2011-03-25 12:25:08	12027	76382	20953	158781
2011-03-25 12:40:13	12030	76382	20953	158781
2011-03-25 13:06:11	12033	28228	20953	158781
2011-03-25 13:45:35	12036	76382	20953	158781
2011-03-25 21:57:52	12154	97313	37625	228255
2011-03-25 21:58:56	12155	97313	37624	228247
2011-03-26 03:12:24	12255	112901	37625	228251
2011-03-26 16:47:46	12379	92299	22684	165746
2011-03-26 16:48:50	12381	92299	22684	165746
2011-03-26 16:49:42	12383	92299	22684	165746
2011-03-26 16:50:07	12384	92299	22684	165746
2011-03-26 16:50:46	12385	92299	22684	165746
2011-03-26 17:20:25	12386	112604	37625	228251
2011-03-26 20:33:11	12389	112901	37625	228251
2011-03-27 06:27:32	12414	112693	37449	228028
2011-03-27 06:31:00	12415	112693	37449	228028
2011-03-27 21:44:03	12442	70289	37449	228028
2011-03-28 10:56:02	12505	124536	67369	354663
2011-03-28 10:57:47	12506	124536	67369	354663
2011-03-28 22:36:07	12592	38653	37415	227107
2011-03-28 23:02:47	12599	96175	37415	227107
2011-03-28 23:41:12	12611	112604	37423	227069
2011-03-29 01:27:25	12643	97313	37409	227094
2011-03-29 01:27:43	12645	97313	37409	227094
2011-03-29 01:28:13	12647	97313	37409	227094
2011-03-29 01:28:41	12648	97313	37409	227094
2011-03-29 01:29:00	12649	97313	37409	227094
2011-03-29 01:29:16	12650	97313	37409	227094
2011-03-29 01:29:34	12651	97313	37409	227094
2011-03-29 01:30:31	12652	97313	37409	227094
2011-03-29 01:31:03	12653	97313	37409	227094
2011-03-29 01:31:24	12654	97313	37409	227094
2011-03-29 01:32:06	12655	97313	37409	227094
2011-03-29 01:33:12	12657	97313	37409	227094
2011-03-29 01:34:06	12658	97313	37409	227094
2011-03-29 01:34:40	12659	97313	37409	227094
2011-03-29 03:43:23	12699	71024	67369	354663
2011-03-29 04:58:13	12729	34022	9436	84401
2011-03-29 04:58:51	12730	34022	9436	84401
2011-03-29 15:49:44	12952	112604	37379	227012
2011-03-29 18:26:05	12973	112604	37379	227012
2011-03-29 18:37:45	12974	112604	37376	226057
2011-03-29 18:38:01	12975	112604	37376	226057
2011-03-29 19:38:53	12978	96175	37379	227012
2011-03-29 19:56:25	12980	112995	37376	226057
2011-03-29 19:59:38	12982	112995	37376	226057
2011-03-29 23:01:09	13025	97313	37361	226978
2011-03-29 23:06:00	13028	113175	37379	227012
2011-03-29 23:13:12	13029	38653	37361	226978
2011-03-30 00:29:41	13075	112780	37350	226059
2011-03-30 01:42:36	13112	31690	22802	166086
2011-03-30 01:45:20	13114	31690	22824	166121
2011-03-30 01:57:50	13122	28868	22802	166086
2011-03-30 02:03:32	13130	492	22824	166121
2011-03-30 02:07:13	13134	31690	22824	166121
2011-03-30 04:01:37	13205	34022	9436	84401
2011-03-30 04:01:44	13206	34022	9436	84401
2011-03-30 19:59:22	13567	43434	51891	293809
2011-03-30 22:12:12	13594	80352	51891	293809
2011-03-31 03:14:21	13754	132021	37305	218484
2011-03-31 04:24:44	13816	16599	20979	158830
2011-03-31 05:05:15	13842	77299	20979	158830
2011-03-31 06:36:41	13888	16599	20979	158830
2011-03-31 09:11:13	13979	153624	43696	256994
2011-03-31 09:11:44	13980	153624	43696	256994
2011-03-31 09:12:01	13981	153624	43696	256994
2011-03-31 09:13:30	13982	153624	43696	256994
2011-03-31 09:14:10	13984	159711	43696	256994
2011-03-31 09:16:19	13985	153624	43696	256994
2011-03-31 23:47:33	14122	112780	37278	226767
2011-04-01 00:04:01	14132	36827	37278	226767
2011-04-01 00:53:47	14177	112780	37852	229113
2011-04-01 00:56:36	14179	112780	37278	226767
2011-04-01 15:01:29	14474	2969	22793	166060
2011-04-01 17:39:59	14544	96175	37253	226721
2011-04-01 17:52:37	14546	2760	37253	226721
2011-04-01 23:06:01	14599	76281	22793	166060
2011-04-02 21:45:19	14894	2185	22816	166106
2011-04-03 05:14:03	14938	11876	37271	226749
2011-04-03 22:01:52	15005	97313	37176	226371
2011-04-03 22:04:36	15007	97313	37176	226371
2011-04-03 22:14:13	15008	11800	37176	226371
2011-04-03 22:14:59	15009	11800	37176	226371
2011-04-03 22:16:57	15010	97313	37176	226371
2011-04-03 22:23:57	15011	11800	37176	226371
2011-04-04 05:07:20	15040	76382	20992	158881
2011-04-04 06:07:13	15042	141772	46420	266676
2011-04-04 06:41:21	15043	32959	46420	266676
2011-04-04 15:41:34	15075	141772	46420	266676
2011-04-04 21:32:32	15119	11260	8652	78046
2011-04-05 00:22:29	15200	32959	46420	266676
2011-04-05 00:38:12	15206	112604	37195	226548
2011-04-05 01:05:52	15219	112604	37379	227012
2011-04-05 03:20:35	15255	39460	11581	93714
2011-04-05 05:57:43	15334	96175	37159	226086
2011-04-05 06:10:50	15337	112780	37159	226086
2011-04-05 14:09:41	15431	96175	37379	227012
2011-04-05 14:11:30	15433	112604	37379	227012
2011-04-05 14:17:54	15435	36827	37278	226767
2011-04-05 14:20:28	15436	112604	37379	227012
2011-04-05 14:21:32	15438	96175	37379	227012
2011-04-05 14:24:04	15439	112780	37278	226767
2011-04-05 14:37:08	15440	36827	37278	226767
2011-04-05 15:04:20	15443	112780	37278	226767
2011-04-05 15:15:44	15445	36827	37278	226767
2011-04-05 15:17:34	15446	112780	37278	226767
2011-04-05 15:21:57	15449	38653	37149	226131
2011-04-05 15:22:26	15450	36827	37278	226767
2011-04-05 16:23:48	15462	96175	37159	226086
2011-04-05 16:28:59	15463	5235	37149	226131
2011-04-05 16:37:49	15464	11260	8652	78061
2011-04-05 17:14:41	15471	5235	37144	226119
2011-04-05 22:38:42	15537	76382	20927	148172
2011-04-05 23:19:45	15551	77354	20927	148172
2011-04-05 23:41:54	15558	112780	37278	226767
2011-04-06 17:32:40	15856	112780	37278	226767
2011-04-06 17:35:04	15857	112780	37278	226767
2011-04-06 17:59:44	15859	31173	13317	101172
2011-04-06 18:45:06	15861	36827	37278	226767
2011-04-06 19:00:10	15862	112780	37278	226767
2011-04-06 19:07:36	15863	97313	37084	225956
2011-04-06 19:09:44	15864	112780	37084	225956
2011-04-06 21:49:34	15895	11107	22788	166040
2011-04-07 00:53:21	16019	42869	13317	101172
2011-04-07 01:30:51	16043	11105	22788	166040
2011-04-07 02:23:58	16093	31173	13317	101172
2011-04-07 08:16:43	16270	93966	20911	158720
2011-04-07 11:37:44	16341	16599	20920	158736
2011-04-07 11:38:51	16342	16599	20920	158736
2011-04-07 11:56:15	16344	80745	20920	158736
2011-04-07 11:59:02	16345	16599	20920	158736
2011-04-08 06:38:51	16642	80434	21173	148071
2011-04-08 16:14:48	16713	77293	21173	148071
2011-04-08 17:01:59	16720	112780	37035	225804
2011-04-08 18:09:37	16736	38653	37023	225683
2011-04-09 01:12:37	16817	92299	22677	165726
2011-04-09 01:14:00	16818	92299	22677	165726
2011-04-09 01:14:28	16819	16786	22677	165726
2011-04-09 01:15:37	16820	16786	22677	165726
2011-04-09 01:16:30	16822	92299	22677	165726
2011-04-09 01:17:37	16823	92299	22677	165726
2011-04-09 01:19:52	16824	92299	22677	165728
2011-04-09 01:22:34	16828	92299	22677	165728
2011-04-09 01:22:56	16829	16786	22677	165726
2011-04-09 01:26:47	16837	16786	22677	165726
2011-04-09 01:39:18	16842	16786	22677	165726
2011-04-09 01:42:06	16843	16786	22677	165728
2011-04-09 04:33:53	16869	80434	21173	148071
2011-04-10 00:41:54	16954	11876	37006	225591
2011-04-10 00:43:04	16955	11876	37006	225591
2011-04-10 00:45:26	16956	11876	37006	225591
2011-04-10 00:46:41	16957	11876	37006	225591
2011-04-10 01:00:18	16958	38653	37006	225591
2011-04-10 18:24:40	17042	112926	37006	225591
2011-04-10 18:26:01	17043	112926	37006	225591
2011-04-10 18:26:52	17044	112926	37006	225591
2011-04-10 19:54:13	17049	141772	46401	266595
2011-04-10 20:15:07	17050	146758	46401	266595
2011-04-11 04:44:11	17080	9121	20931	148108
2011-04-11 06:04:01	17088	92299	22661	165694
2011-04-11 06:10:00	17089	173398	60914	325923
2011-04-11 11:33:28	17122	80352	60914	325923
2011-04-11 17:08:02	17166	16786	22659	165681
2011-04-12 02:07:32	17303	16599	21017	158948
2011-04-12 09:47:47	17490	92299	22652	165670
2011-04-12 09:49:15	17491	92299	22652	165670
2011-04-12 09:50:19	17492	92299	22652	165670
2011-04-12 12:14:07	17504	9121	20979	158830
2011-04-12 20:44:09	17602	96175	36964	225354
2011-04-12 21:17:24	17607	16599	20979	158830
2011-04-13 00:31:59	17723	92299	22651	165646
2011-04-13 00:32:54	17725	92299	22651	165646
2011-04-13 00:35:47	17729	92299	22651	165646
2011-04-13 02:46:16	17801	9121	20888	158698
2011-04-13 02:46:48	17802	9121	20888	158698
2011-04-13 02:47:30	17803	9121	20888	158698
2011-04-13 02:47:45	17804	9121	20888	158698
2011-04-13 04:19:55	17893	9121	21255	159626
2011-04-13 04:23:44	17895	9121	21380	160201
2011-04-13 05:45:33	17955	42568	21255	159626
2011-04-13 13:51:09	18130	19286	22778	166014
2011-04-13 19:21:43	18164	97313	36946	225252
2011-04-13 20:13:58	18177	97313	36940	225201
2011-04-14 03:15:15	18483	92299	22647	165628
2011-04-14 03:17:09	18484	92299	22647	165629
2011-04-14 03:20:14	18486	16786	22647	165629
2011-04-14 03:26:39	18491	16786	22647	165628
2011-04-14 03:27:24	18492	16786	22647	165628
2011-04-14 03:29:26	18493	16786	22647	165628
2011-04-14 04:35:30	18552	92299	22647	165633
2011-04-14 05:01:16	18587	16786	22647	165633
2011-04-14 05:08:49	18601	92299	22647	165634
2011-04-14 05:35:17	18639	16786	22647	165634
2011-04-14 06:18:05	18670	92299	22647	165641
2011-04-14 06:21:17	18676	16786	22647	165641
2011-04-14 06:23:55	18678	92299	22647	165642
2011-04-14 06:25:01	18679	16786	22647	165642
2011-04-14 06:25:24	18680	92299	22647	165642
2011-04-14 06:51:17	18694	97313	36902	225079
2011-04-14 06:51:40	18695	97313	36902	225079
2011-04-15 00:09:32	18892	38653	79162	394349
2011-04-15 03:53:23	19054	9121	20877	148012
2011-04-15 03:53:54	19055	9121	20877	148012
2011-04-15 03:55:06	19057	9121	20877	148012
2011-04-15 05:09:06	19089	112604	36952	225309
2011-04-15 13:43:24	19218	112604	36952	225309
2011-04-15 15:40:56	19238	112604	36952	225275
2011-04-15 16:03:18	19240	112604	36952	225275
2011-04-15 16:48:35	19247	112604	36861	224947
2011-04-15 16:52:24	19248	96175	36861	224947
2011-04-15 17:05:42	19249	112604	36861	224947
2011-04-15 17:07:49	19251	96175	36861	224947
2011-04-15 17:33:57	19259	96175	36861	224947
2011-04-15 17:37:44	19260	29104	36861	224947
2011-04-15 18:06:25	19275	112604	36861	224947
2011-04-15 18:16:51	19282	96175	36861	224947
2011-04-15 18:18:48	19283	29104	36861	224947
2011-04-15 18:40:06	19287	80358	20884	148017
2011-04-15 18:42:19	19288	80358	20884	148017
2011-04-15 18:51:20	19290	80358	20877	148012
2011-04-15 18:51:42	19291	80358	20877	148012
2011-04-16 04:21:51	19556	45383	39149	235037
2011-04-16 04:24:29	19558	43905	39149	235037
2011-04-18 01:04:37	20022	9121	20881	158684
2011-04-18 01:05:03	20023	9121	20881	158684
2011-04-18 01:05:50	20026	9121	20881	158684
2011-04-18 02:04:49	20039	3821	20881	158684
2011-04-18 02:06:09	20040	3821	20881	158684
2011-04-18 02:07:19	20041	3821	20881	158684
2011-04-18 04:06:00	20071	9121	21255	159626
2011-04-18 04:06:25	20072	9121	21255	159626
2011-04-18 09:49:35	20115	42568	21255	159626
2011-04-18 19:39:34	20215	75250	70809	368472
2011-04-18 19:39:45	20216	75250	70809	368472
2011-04-18 19:41:03	20218	75250	70809	368472
2011-04-18 19:41:31	20220	75250	70809	368472
2011-04-18 19:42:26	20221	75250	70809	368472
2011-04-19 01:26:53	20371	3821	20881	158684
2011-04-19 03:09:50	20420	96175	36762	224603
2011-04-20 02:16:21	20787	19286	22770	165981
2011-04-20 11:23:18	20917	11105	22770	165981
2011-04-20 18:21:11	20960	16304	36708	224471
2011-04-20 18:43:16	20966	68588	36708	224471
2011-04-21 01:26:48	21108	77187	20858	158628
2011-04-21 01:56:10	21120	9121	21255	159626
2011-04-21 04:17:39	21181	30479	36691	224418
2011-04-21 04:19:12	21182	112827	36691	224418
2011-04-21 04:29:18	21192	30479	36691	224418
2011-04-21 07:09:14	21262	76382	20855	158638
2011-04-21 07:10:08	21263	76382	20855	158638
2011-04-21 07:13:24	21265	76382	20855	158638
2011-04-21 13:50:58	21359	77187	20862	158658
2011-04-21 16:52:01	21383	80358	20862	158658
2011-04-23 00:26:30	21919	112780	36579	223616
2011-04-23 00:28:26	21920	112780	36579	223616
2011-04-23 01:26:17	21941	54131	13317	101172
2011-04-23 01:31:40	21945	42869	13317	101172
2011-04-23 02:26:31	21968	96175	36575	223520
2011-04-23 03:36:35	22052	25353	36579	223570
2011-04-23 17:45:19	22260	12779	10488	88799
2011-04-23 17:46:05	22261	12779	10488	88799
