time	issueID	userID
2011-03-25 16:00:19	64778	112604
2011-03-25 16:34:06	1670	15
2011-03-25 17:01:44	118782	194536
2011-03-25 17:11:31	52640	92299
2011-03-25 17:11:55	26624	55755
2011-03-25 17:35:22	99692	43434
2011-03-25 17:41:10	99695	43434
2011-03-25 18:56:15	15986	12898
2011-03-25 22:38:51	64740	112901
2011-03-25 22:52:19	77512	153624
2011-03-25 22:53:53	77510	153624
2011-03-25 22:57:52	103155	153624
2011-03-25 23:04:53	52622	92299
2011-03-25 23:43:16	64736	112604
2011-03-25 23:56:05	64749	112604
2011-03-25 23:56:06	64740	112604
2011-03-25 23:58:07	64752	112604
2011-03-26 00:12:22	56681	136109
2011-03-26 00:41:20	64732	112604
2011-03-26 01:10:02	13884	34192
2011-03-26 01:18:27	118437	18654
2011-03-26 01:23:21	118436	18654
2011-03-26 02:15:22	25025	54415
2011-03-26 02:36:33	22820	34301
2011-03-26 02:40:42	22841	34301
2011-03-26 03:19:50	118435	18654
2011-03-26 03:42:35	148586	164466
2011-03-26 05:01:33	118754	194536
2011-03-26 05:05:39	15880	12779
2011-03-26 05:16:28	103456	43434
2011-03-26 05:19:03	103458	43434
2011-03-26 06:40:22	103455	43434
2011-03-26 07:25:43	148582	18654
2011-03-26 07:56:02	1669	15
2011-03-26 08:11:15	81342	111373
2011-03-26 08:32:23	99686	175103
2011-03-26 08:56:04	15875	12743
2011-03-26 09:30:33	103454	159017
2011-03-26 10:19:04	15872	12743
2011-03-26 11:06:50	119016	194536
2011-03-26 11:38:45	148581	18654
2011-03-26 12:17:56	118428	18654
2011-03-26 15:30:52	120029	18654
2011-03-26 15:31:04	120010	18654
2011-03-26 16:37:18	148644	18654
2011-03-26 16:46:00	148587	18654
2011-03-26 16:52:41	148589	18654
2011-03-26 16:56:10	148608	18654
2011-03-26 16:57:23	118434	18654
2011-03-26 17:07:05	15953	12716
2011-03-26 17:17:30	64728	112604
2011-03-26 17:17:55	64724	112604
2011-03-26 17:22:41	64742	112604
2011-03-26 19:45:36	64780	112604
2011-03-26 19:45:37	64698	112604
2011-03-26 19:45:37	64759	112604
2011-03-26 22:51:20	77507	153624
2011-03-26 22:56:40	64691	112604
2011-03-27 00:30:10	118427	18654
2011-03-27 00:52:07	118425	18654
2011-03-27 01:29:46	118426	18654
2011-03-27 01:49:46	148579	18654
2011-03-27 01:59:42	148615	18654
2011-03-27 02:04:30	64668	112604
2011-03-27 02:04:30	64672	112604
2011-03-27 02:46:32	64642	135842
2011-03-27 03:03:21	148623	18654
2011-03-27 03:51:13	52587	92299
2011-03-27 03:51:43	52644	92299
2011-03-27 04:11:47	6931	22765
2011-03-27 05:53:43	118423	18654
2011-03-27 05:55:57	119296	18654
2011-03-27 06:09:38	150459	18654
2011-03-27 06:12:21	15923	12669
2011-03-27 06:16:02	149286	18654
2011-03-27 06:47:24	118433	18654
2011-03-27 06:54:11	118444	18654
2011-03-27 07:01:05	148602	18654
2011-03-27 09:11:59	56672	36737
2011-03-27 09:33:59	74396	36737
2011-03-27 09:34:00	56677	36737
2011-03-27 09:34:00	74418	36737
2011-03-27 09:34:00	56714	36737
2011-03-27 09:54:50	37013	78066
2011-03-27 09:55:53	51012	78066
2011-03-27 10:08:16	25024	57341
2011-03-27 12:00:00	118417	18654
2011-03-27 12:00:00	118419	18654
2011-03-27 12:00:00	118421	18654
2011-03-27 12:00:00	118422	18654
2011-03-27 17:45:18	97059	187823
2011-03-27 21:57:13	22814	34301
2011-03-27 21:58:51	65572	114355
2011-03-27 22:11:36	22964	34301
2011-03-27 22:29:05	64775	97313
2011-03-27 22:57:08	64794	112604
2011-03-27 22:57:41	64439	112604
2011-03-27 22:57:41	64448	112604
2011-03-28 02:21:09	118400	18654
2011-03-28 02:21:14	118397	18654
2011-03-28 02:34:20	50946	78066
2011-03-28 02:38:59	51111	86362
2011-03-28 03:44:02	118396	18654
2011-03-28 03:56:07	149543	174395
2011-03-28 03:58:41	142399	112604
2011-03-28 04:06:09	4748	1196
2011-03-28 04:29:14	148577	18654
2011-03-28 04:43:00	39789	92299
2011-03-28 04:59:34	64602	135842
2011-03-28 05:03:40	97059	31570
2011-03-28 05:07:18	118392	205080
2011-03-28 05:25:13	118389	18654
2011-03-28 05:26:48	118390	18654
2011-03-28 05:28:39	64433	112604
2011-03-28 05:58:40	64606	135842
2011-03-28 06:02:11	99680	80352
2011-03-28 06:26:46	118388	18654
2011-03-28 09:31:43	118383	18654
2011-03-28 09:41:24	13876	14310
2011-03-28 10:14:09	77506	153624
2011-03-28 11:39:10	109705	32528
2011-03-28 12:33:06	74437	149360
2011-03-28 13:04:41	118505	95341
2011-03-28 13:17:35	118500	95341
2011-03-28 14:44:27	148614	18654
2011-03-28 14:45:27	118416	18654
2011-03-28 14:45:34	120134	18654
2011-03-28 15:55:41	118468	95341
2011-03-28 16:14:54	118373	7598
2011-03-28 16:59:09	99675	43434
2011-03-28 17:15:10	15889	12743
2011-03-28 21:25:07	148574	182275
2011-03-28 21:38:05	118361	23758
2011-03-28 22:46:15	109711	200750
2011-03-28 22:55:08	15670	30282
2011-03-28 23:16:08	71972	155925
2011-03-28 23:38:40	64428	112604
2011-03-29 00:08:46	64674	112604
2011-03-29 00:53:57	118363	18654
2011-03-29 00:55:23	118357	18654
2011-03-29 00:56:31	118358	18654
2011-03-29 00:58:21	148572	18654
2011-03-29 00:58:30	148573	18654
2011-03-29 00:59:23	64396	112604
2011-03-29 01:00:35	118359	18654
2011-03-29 01:01:15	118372	18654
2011-03-29 01:02:25	118366	18654
2011-03-29 01:02:48	118365	18654
2011-03-29 01:05:39	65316	112604
2011-03-29 01:26:35	118364	179863
2011-03-29 01:31:22	118375	209435
2011-03-29 01:40:40	64444	112604
2011-03-29 02:10:31	64383	112604
2011-03-29 02:10:45	64416	112604
2011-03-29 02:24:20	12836	11258
2011-03-29 02:34:09	64681	112604
2011-03-29 02:34:54	65057	112604
2011-03-29 02:35:42	64405	112604
2011-03-29 02:50:22	148570	32661
2011-03-29 02:50:28	64410	112604
2011-03-29 03:01:05	99673	80352
2011-03-29 03:23:51	118355	18654
2011-03-29 03:29:30	22780	34301
2011-03-29 03:38:05	67365	149360
2011-03-29 03:49:33	64374	112604
2011-03-29 03:53:51	103452	43434
2011-03-29 03:53:56	148570	32661
2011-03-29 03:57:14	103453	43434
2011-03-29 04:23:30	118355	3366
2011-03-29 05:04:33	118475	8646
2011-03-29 06:08:46	118348	175264
2011-03-29 07:06:16	67362	149360
2011-03-29 08:09:47	118347	175264
2011-03-29 08:22:21	37005	78066
2011-03-29 08:27:05	15866	12669
2011-03-29 08:34:26	50932	78066
2011-03-29 09:05:44	118351	18654
2011-03-29 10:11:11	81293	120935
2011-03-29 11:01:22	56669	36737
2011-03-29 11:01:22	74283	36737
2011-03-29 11:01:23	56658	36737
2011-03-29 11:19:23	15845	12775
2011-03-29 11:38:47	47538	113608
2011-03-29 11:41:43	118694	194536
2011-03-29 12:42:42	109695	121694
2011-03-29 13:28:00	74961	149360
2011-03-29 13:28:53	109694	194536
2011-03-29 14:27:29	118345	18654
2011-03-29 14:30:28	148566	18654
2011-03-29 14:47:40	118387	18654
2011-03-29 14:50:17	120601	18654
2011-03-29 14:53:52	148942	18654
2011-03-29 15:12:22	118502	163404
2011-03-29 16:07:27	103451	43434
2011-03-29 16:09:15	103450	43434
2011-03-29 16:55:32	64337	114600
2011-03-29 18:27:25	99671	170219
2011-03-29 18:29:55	64337	112604
2011-03-29 18:29:55	64339	112604
2011-03-29 20:05:52	43999	60939
2011-03-29 20:50:41	43993	60939
2011-03-29 21:41:21	77502	158961
2011-03-29 22:52:54	64329	112604
2011-03-29 23:22:38	64323	56375
2011-03-29 23:36:04	99669	46880
2011-03-29 23:39:09	51163	81254
2011-03-29 23:53:58	37009	81254
2011-03-30 00:04:31	107653	200566
2011-03-30 00:24:56	118337	18654
2011-03-30 00:29:16	148558	18654
2011-03-30 00:32:09	148562	18654
2011-03-30 00:34:44	118339	18654
2011-03-30 00:34:49	148560	18654
2011-03-30 00:54:12	43989	60939
2011-03-30 01:43:38	119101	18654
2011-03-30 02:02:21	12864	11258
2011-03-30 02:04:12	12846	11258
2011-03-30 02:05:21	109692	95341
2011-03-30 02:06:28	148557	224773
2011-03-30 02:06:56	149155	18654
2011-03-30 02:16:42	12832	11258
2011-03-30 02:16:49	118342	18654
2011-03-30 02:21:43	148557	224773
2011-03-30 02:28:38	118353	18654
2011-03-30 02:36:33	148563	18654
2011-03-30 02:37:57	148575	18654
2011-03-30 02:38:38	13881	14310
2011-03-30 02:43:34	118364	18654
2011-03-30 03:32:58	57904	25715
2011-03-30 03:41:01	6931	14310
2011-03-30 04:03:15	118402	18654
2011-03-30 04:03:20	118405	18654
2011-03-30 04:04:25	148553	18654
2011-03-30 04:14:47	37004	81254
2011-03-30 04:35:12	118648	18654
2011-03-30 04:38:38	118409	18654
2011-03-30 05:20:24	109708	200750
2011-03-30 05:28:30	118333	18654
2011-03-30 05:44:17	50905	115842
2011-03-30 05:56:20	148792	18654
2011-03-30 06:12:27	64300	112780
2011-03-30 06:25:45	15863	12869
2011-03-30 06:31:39	15851	12747
2011-03-30 07:02:03	118331	18654
2011-03-30 07:02:15	118332	18654
2011-03-30 07:11:23	103417	43434
2011-03-30 07:37:07	148552	18654
2011-03-30 07:58:13	5223	12985
2011-03-30 07:58:56	148551	179029
2011-03-30 08:26:30	118418	194536
2011-03-30 08:50:31	25019	54357
2011-03-30 08:52:42	118330	18654
2011-03-30 08:59:42	25019	54357
2011-03-30 09:27:04	120064	18654
2011-03-30 09:37:26	16055	12687
2011-03-30 09:48:36	64573	135842
2011-03-30 09:55:27	111236	47063
2011-03-30 10:00:42	64593	135842
2011-03-30 10:02:19	64585	135842
2011-03-30 10:13:13	81551	106691
2011-03-30 10:23:35	81233	106691
2011-03-30 10:33:04	81670	106691
2011-03-30 10:57:28	56663	36737
2011-03-30 11:04:48	122912	207804
