time	senderID	receiverID
2008-02-07 11:44:36	175360	171690
2008-02-07 11:44:36	171690	172799
2008-02-07 13:21:59	194669	189970
2008-02-07 13:21:59	28799	189970
2008-02-07 13:21:59	189970	194669
2008-02-07 14:07:21	44226	170411
2008-02-07 14:07:21	170411	30535
2008-02-07 14:07:21	16074	170411
2008-02-07 14:09:59	32782	33687
2008-02-07 14:09:59	44226	33687
2008-02-07 14:09:59	33687	23929
2008-02-07 14:11:51	74886	71182
2008-02-07 14:11:51	71182	28799
2008-02-07 14:11:51	32782	71182
2008-02-07 14:11:51	28799	71182
2008-02-07 14:11:51	45481	71182
2008-02-07 14:11:51	16074	71182
2008-02-07 14:12:01	157223	44226
2008-02-07 14:12:01	157223	172799
2008-02-07 15:38:06	169822	175360
2008-02-07 15:38:06	169822	172799
2008-02-08 08:42:25	34062	169822
2008-02-08 08:42:25	34062	33687
2008-02-08 08:42:25	34062	30535
2008-02-08 08:42:25	34062	177364
2008-02-08 08:42:25	34062	172799
2008-02-08 08:42:25	34062	64530
2008-02-08 08:42:25	34062	72858
2008-02-08 08:42:25	34062	171855
2008-02-08 08:42:25	34062	169860
2008-02-08 08:42:25	34062	178284
2008-02-08 08:42:25	34062	11026
2008-02-08 10:12:26	105301	175360
2008-02-08 10:12:26	105301	82986
2008-02-08 10:12:26	105301	172799
2008-02-08 10:12:26	105301	169682
2008-02-08 10:12:26	105301	179939
2008-02-08 10:12:26	105301	180221
2008-02-08 10:12:26	105301	169822
2008-02-08 14:27:27	21266	179417
2008-02-08 14:27:27	21266	172799
2008-02-09 08:53:26	47063	171690
2008-02-10 02:42:49	178557	28480
2008-02-10 02:42:49	19415	28480
2008-02-10 02:42:49	52586	28480
2008-02-10 02:42:49	30535	28480
2008-02-10 08:33:01	174425	182700
2008-02-10 08:33:01	174425	175360
2008-02-10 08:33:01	32782	174425
2008-02-10 08:33:01	174425	32782
2008-02-11 05:58:31	28799	76359
2008-02-11 05:58:31	16074	76359
2008-02-11 14:31:06	47187	30535
2008-02-12 03:25:21	202873	64530
2008-02-12 03:25:21	202873	44226
2008-02-12 03:25:21	34062	202873
2008-02-12 04:44:09	194669	11142
2008-02-12 08:53:32	201278	169669
2008-02-13 12:35:58	34062	56175
2008-02-13 12:35:58	178284	56175
2008-02-13 12:48:35	67202	44226
2008-02-13 12:48:35	169822	67202
2008-02-13 12:48:35	67202	194669
2008-02-13 12:48:35	67202	178284
2008-02-13 12:48:35	67202	23929
2008-02-13 12:48:35	67202	175360
2008-02-13 12:48:35	67202	30535
2008-02-13 12:48:35	67202	33687
2008-02-13 12:48:35	67202	74886
2008-02-13 12:48:35	67202	172799
2008-02-13 12:48:35	28799	67202
2008-02-13 12:48:35	67202	72858
2008-02-13 12:48:35	67202	76359
2008-02-13 12:48:35	172879	67202
2008-02-13 12:48:35	11026	67202
2008-02-13 12:48:35	67202	28799
2008-02-13 13:02:19	69820	170411
2008-02-13 13:02:19	69820	178284
2008-02-13 13:02:19	69820	44226
2008-02-13 13:02:19	69820	30535
2008-02-13 13:02:19	69820	56175
2008-02-13 13:02:19	69820	72858
2008-02-13 13:02:19	69820	82986
2008-02-13 13:27:01	19728	169897
2008-02-13 13:27:01	19728	179939
2008-02-13 13:27:01	19728	56175
2008-02-13 13:27:01	28799	19728
2008-02-13 13:27:01	19728	28799
2008-02-13 13:27:01	19728	64530
2008-02-13 13:27:01	19728	72858
2008-02-13 13:27:01	19728	19415
2008-02-13 13:27:01	19728	174425
2008-02-13 13:27:01	19728	76359
2008-02-13 13:27:01	19728	164230
2008-02-13 13:27:01	19728	175360
2008-02-13 13:27:01	19728	82986
2008-02-13 13:27:01	19728	170758
2008-02-13 13:27:01	19728	209202
2008-02-13 13:27:01	19728	169669
2008-02-13 13:27:01	19728	172799
2008-02-13 13:27:01	19728	171690
2008-02-13 13:27:01	19728	30535
2008-02-13 13:27:01	19728	30159
2008-02-13 13:27:01	19728	194669
2008-02-13 13:27:01	19728	45481
2008-02-13 13:27:01	182700	19728
2008-02-13 13:27:01	19728	189970
2008-02-13 13:27:01	19728	179417
2008-02-13 13:27:01	19728	181085
2008-02-13 13:27:01	174425	19728
2008-02-13 13:49:38	196660	172799
2008-02-13 13:49:38	196660	72858
2008-02-13 13:49:38	178284	196660
2008-02-13 13:49:38	196660	178284
2008-02-13 13:49:38	172799	196660
2008-02-13 15:53:40	23291	172879
2008-02-13 15:53:40	23291	64530
2008-02-13 15:53:40	23291	169669
2008-02-13 15:53:40	23291	169822
2008-02-13 15:53:40	175360	23291
2008-02-13 15:53:40	23291	172799
2008-02-13 16:39:11	27252	171690
2008-02-13 16:39:11	27252	11026
2008-02-13 16:39:11	27252	32782
2008-02-13 16:39:11	27252	47063
2008-02-13 16:39:11	27252	71182
2008-02-13 17:05:03	196880	23929
2008-02-13 17:05:03	196880	44226
2008-02-13 18:24:32	24188	178284
2008-02-13 19:34:14	34062	44355
2008-02-13 19:34:14	69820	44355
2008-02-13 19:52:30	71726	180221
2008-02-13 19:52:30	71726	172799
2008-02-13 19:52:30	71726	23929
2008-02-13 19:52:30	71726	169860
2008-02-13 19:52:30	71726	194669
2008-02-13 22:57:00	127999	71182
2008-02-13 22:57:00	127999	28799
2008-02-13 22:57:00	127999	169860
2008-02-13 22:57:00	127999	171690
2008-02-13 22:57:00	127999	30535
2008-02-13 22:57:00	127999	180221
2008-02-13 22:57:00	127999	64530
2008-02-13 22:57:00	127999	175360
2008-02-13 22:57:00	127999	28480
2008-02-13 22:57:00	127999	172799
2008-02-13 22:57:00	127999	19728
2008-02-13 22:57:00	127999	172879
2008-02-13 22:57:00	127999	179417
2008-02-13 22:57:00	19728	127999
2008-02-13 22:57:00	127999	72858
2008-02-13 22:57:00	127999	74886
2008-02-13 22:57:00	127999	23929
2008-02-13 23:22:57	172166	56175
2008-02-13 23:22:57	172166	33687
2008-02-13 23:22:57	172166	175360
2008-02-13 23:22:57	175360	172166
2008-02-13 23:57:32	201291	171855
2008-02-13 23:57:32	19728	201291
2008-02-13 23:57:32	169822	201291
2008-02-13 23:57:32	19415	201291
2008-02-13 23:57:32	201291	64530
2008-02-13 23:57:32	177364	201291
2008-02-13 23:57:32	201291	169860
2008-02-13 23:57:32	175360	201291
2008-02-14 01:14:39	67202	172400
2008-02-14 03:55:33	19728	200700
2008-02-14 04:08:31	172166	166036
2008-02-14 04:08:31	127999	166036
2008-02-14 04:08:31	166036	172799
2008-02-14 04:08:31	34062	166036
2008-02-14 04:25:53	169966	71182
2008-02-14 04:25:53	169966	201291
2008-02-14 04:25:53	34062	169966
2008-02-14 04:25:53	169966	76359
2008-02-14 05:20:59	60908	164230
2008-02-14 05:20:59	60908	64530
2008-02-14 05:36:52	11026	169808
2008-02-14 05:36:52	172799	169808
2008-02-14 05:36:52	70268	169808
2008-02-14 06:53:40	178284	170011
2008-02-14 06:53:40	19728	170011
2008-02-14 06:53:40	170011	178284
2008-02-14 06:53:40	170011	173174
2008-02-14 07:02:05	28799	55933
2008-02-14 07:02:05	55933	24188
2008-02-14 07:02:05	19728	55933
2008-02-14 07:02:05	55933	44226
2008-02-14 07:02:05	55933	179939
2008-02-14 07:02:05	55933	28799
2008-02-14 07:02:05	55933	71182
2008-02-14 07:02:05	55933	74886
2008-02-14 07:02:05	55933	180221
2008-02-14 07:02:05	24188	55933
2008-02-14 07:02:05	55933	172799
2008-02-14 09:04:43	152716	28799
2008-02-14 09:04:43	196660	152716
2008-02-14 09:04:43	20430	152716
2008-02-14 09:04:43	28799	152716
2008-02-14 09:04:43	34062	152716
2008-02-14 09:04:43	152716	72858
2008-02-14 09:04:43	152716	172799
2008-02-14 11:47:47	24188	36240
2008-02-14 11:47:47	71182	36240
2008-02-14 11:47:47	175360	36240
2008-02-14 11:47:47	36240	181085
2008-02-14 11:47:47	33525	36240
2008-02-14 11:47:47	32782	36240
2008-02-14 11:47:47	28799	36240
2008-02-14 11:47:47	55933	36240
2008-02-14 12:49:11	170387	170411
2008-02-14 12:49:11	170387	67202
2008-02-14 12:49:11	170387	172799
2008-02-14 12:49:11	170387	178284
2008-02-14 12:49:11	170387	111874
2008-02-14 14:42:22	25532	30535
2008-02-14 14:42:22	25532	44226
2008-02-14 14:42:22	25532	166036
2008-02-14 14:42:22	25532	64530
2008-02-14 14:42:22	19728	25532
2008-02-14 14:42:22	25532	194669
2008-02-14 14:42:22	175360	25532
2008-02-14 14:42:22	25532	72858
2008-02-14 14:42:22	44355	25532
2008-02-14 14:42:22	25532	175360
2008-02-14 14:42:22	25532	172799
2008-02-14 14:42:22	25532	28799
2008-02-14 14:42:22	25532	28480
2008-02-14 14:42:22	25532	179417
2008-02-14 14:42:22	25532	44355
2008-02-14 14:48:18	64791	72858
2008-02-14 14:48:18	27252	64791
2008-02-14 14:48:18	19728	64791
2008-02-15 00:41:54	169931	172799
2008-02-15 00:41:54	169931	178557
2008-02-15 00:41:54	169931	200700
2008-02-15 00:41:54	169931	76359
2008-02-15 00:41:54	19728	169931
2008-02-15 00:41:54	178557	169931
2008-02-15 00:41:54	169931	28480
2008-02-15 00:41:54	169931	169860
2008-02-15 03:54:50	28071	72858
2008-02-15 03:54:50	28071	179417
2008-02-15 03:54:50	28071	194669
2008-02-15 03:54:50	28071	172799
2008-02-15 03:54:50	28071	170387
2008-02-15 04:59:31	19415	187638
2008-02-16 08:43:18	105301	192974
2008-02-17 02:09:17	106409	178557
2008-02-17 02:09:17	178557	106409
2008-02-17 02:09:17	106409	28480
2008-02-17 07:48:21	169684	70268
2008-02-17 07:48:21	169684	111874
2008-02-17 09:10:59	16388	172799
2008-02-17 09:10:59	16388	30535
2008-02-18 05:44:00	170387	16394
2008-02-18 05:49:34	82023	172879
2008-02-18 05:49:34	82023	30535
2008-02-18 06:11:15	196660	65767
2008-02-18 06:58:38	65767	22511
2008-02-18 06:58:38	22511	30535
2008-02-18 06:58:38	69820	22511
2008-02-18 06:58:38	22511	76359
2008-02-18 06:58:38	28071	22511
2008-02-18 06:58:38	19728	22511
2008-02-18 06:58:38	169684	22511
2008-02-18 06:58:38	22511	65767
2008-02-18 06:58:38	169931	22511
2008-02-18 06:58:38	22511	172799
2008-02-18 07:00:51	27252	30559
2008-02-18 07:00:51	30559	36240
2008-02-18 07:00:51	30559	164230
2008-02-18 07:00:51	55933	30559
2008-02-18 07:00:51	30559	178284
2008-02-18 07:00:51	30559	187638
2008-02-18 07:00:51	187638	30559
2008-02-18 07:00:51	28799	30559
2008-02-18 07:00:51	30559	28071
2008-02-18 07:00:51	69820	30559
2008-02-18 07:00:51	28071	30559
2008-02-18 07:00:51	170387	30559
2008-02-18 07:00:51	178284	30559
2008-02-18 07:32:49	182700	171508
2008-02-18 07:32:49	171508	182700
2008-02-18 09:23:36	44226	85130
2008-02-19 03:00:18	20658	174425
2008-02-19 03:00:18	174425	20658
2008-02-19 03:00:18	20658	85130
2008-02-19 03:28:31	24188	39088
2008-02-19 03:28:31	39088	24188
2008-02-19 03:28:31	39088	201278
2008-02-19 03:28:31	39088	194669
2008-02-19 03:53:11	19728	19965
2008-02-19 03:53:11	170011	19965
2008-02-19 04:08:55	169966	187676
2008-02-19 04:08:55	187676	30159
2008-02-19 04:08:55	34062	187676
2008-02-19 04:08:55	19728	187676
2008-02-19 04:08:55	111874	187676
2008-02-19 04:08:55	67202	187676
2008-02-19 04:08:55	169822	187676
2008-02-19 04:08:55	196660	187676
2008-02-19 04:08:55	25532	187676
2008-02-19 04:08:55	45481	187676
2008-02-19 04:12:43	5885	178284
2008-02-19 04:12:43	178284	5885
2008-02-19 04:12:43	5885	23929
2008-02-19 04:12:43	5885	169931
2008-02-19 04:12:43	69820	5885
2008-02-19 04:12:43	5885	55933
2008-02-19 04:12:43	5885	30559
2008-02-19 04:12:43	5885	56119
2008-02-19 04:12:43	5885	56175
2008-02-19 04:12:43	5885	19728
2008-02-19 04:12:43	5885	28071
2008-02-19 04:12:43	28071	5885
2008-02-19 04:12:43	55933	5885
2008-02-19 04:12:43	5885	72858
2008-02-19 04:12:43	19728	5885
2008-02-19 04:12:43	169931	5885
2008-02-19 04:12:43	30559	5885
2008-02-19 04:58:13	172799	97627
2008-02-19 04:58:13	46778	97627
2008-02-19 05:22:03	28873	179417
2008-02-19 07:46:00	169931	72902
2008-02-19 07:46:00	72902	172799
2008-02-19 07:46:00	72902	201291
2008-02-19 07:46:00	72902	28799
2008-02-19 07:46:00	72902	22511
2008-02-19 07:46:00	72902	166036
2008-02-19 07:46:00	72902	11026
2008-02-19 07:46:00	72902	5885
2008-02-19 07:46:00	172799	72902
2008-02-19 07:46:00	72902	28480
2008-02-19 07:46:00	72902	180221
2008-02-19 07:46:00	72902	36240
2008-02-19 07:46:00	72902	179417
2008-02-19 07:46:00	72902	169931
2008-02-19 07:46:00	201291	72902
2008-02-19 07:46:00	72902	175360
2008-02-19 09:36:10	171627	76359
2008-02-19 09:36:10	171627	179417
2008-02-19 10:53:01	28799	174817
2008-02-19 13:23:56	172886	169860
2008-02-19 13:23:56	30535	172886
2008-02-19 13:23:56	5885	172886
2008-02-19 13:23:56	172886	23929
2008-02-19 13:23:56	172886	30535
2008-02-19 13:23:56	172886	33687
2008-02-19 13:23:56	172886	44226
2008-02-19 13:23:56	172886	22511
2008-02-19 13:23:56	172886	56175
2008-02-19 13:23:56	47187	172886
2008-02-19 13:23:56	172886	194669
2008-02-19 13:23:56	172886	11026
2008-02-19 13:23:56	172886	72858
2008-02-19 13:23:56	172886	5885
2008-02-19 13:23:56	172886	76359
2008-02-19 13:23:56	178284	172886
2008-02-19 13:23:56	172886	189970
2008-02-19 13:23:56	172886	178284
2008-02-19 13:23:56	172886	172799
2008-02-19 13:23:56	34062	172886
2008-02-19 13:30:53	25095	76359
2008-02-19 13:30:53	25095	175360
2008-02-19 13:30:53	25095	71182
2008-02-19 13:30:53	25095	177364
2008-02-19 13:30:53	25095	172799
2008-02-19 13:30:53	25095	171690
2008-02-19 13:30:53	25095	28480
2008-02-19 13:30:53	25095	30559
2008-02-19 13:30:53	25095	28799
2008-02-19 13:30:53	25095	127999
2008-02-19 13:30:53	25095	30535
2008-02-19 13:30:53	25095	169860
2008-02-19 13:30:53	25095	194669
2008-02-19 13:30:53	25095	179939
2008-02-19 13:30:53	25095	55933
2008-02-19 13:30:53	25095	46778
2008-02-19 13:30:53	25095	72858
2008-02-19 13:30:53	25095	36240
2008-02-19 13:30:53	25095	74886
2008-02-19 16:56:12	187911	187676
2008-02-19 16:56:12	187911	169669
2008-02-20 03:11:10	28799	170968
2008-02-20 03:11:10	172799	170968
2008-02-20 03:49:22	180608	179417
2008-02-20 03:49:22	180608	172799
2008-02-20 03:49:22	180608	76359
2008-02-20 04:08:27	136596	172799
2008-02-20 04:08:27	172799	136596
2008-02-20 05:06:27	175360	18662
2008-02-20 05:06:27	18662	182700
2008-02-20 05:06:27	67202	18662
2008-02-20 05:06:27	18662	169822
2008-02-20 05:06:27	18662	175360
2008-02-20 05:06:27	18662	177364
2008-02-20 05:06:27	28799	18662
2008-02-20 05:06:27	18662	55933
2008-02-20 05:06:27	18662	82986
2008-02-20 05:06:27	182700	18662
2008-02-20 05:06:27	18662	172799
2008-02-20 05:06:27	172799	18662
2008-02-20 05:06:27	55933	18662
2008-02-20 05:06:27	18662	72858
2008-02-20 05:06:27	18662	28799
2008-02-20 05:06:27	19728	18662
2008-02-20 05:06:27	25095	18662
2008-02-20 05:06:27	20430	18662
2008-02-20 05:06:57	34062	179959
2008-02-20 05:08:51	189970	157027
2008-02-20 05:08:51	55933	157027
2008-02-20 05:08:51	157027	5885
2008-02-20 05:08:51	157027	182700
2008-02-20 05:08:51	178284	157027
2008-02-20 05:08:51	5885	157027
2008-02-20 05:08:51	157027	30559
2008-02-20 05:10:32	82310	169860
2008-02-20 05:10:32	82310	22511
2008-02-20 05:10:32	82310	11026
2008-02-20 05:10:32	82310	169822
2008-02-20 05:10:32	82310	82986
2008-02-20 05:10:32	82310	30535
2008-02-20 05:10:32	82310	72858
2008-02-20 05:10:32	82310	169684
2008-02-20 05:10:32	169684	82310
2008-02-20 05:10:32	22511	82310
2008-02-20 05:33:22	170509	209202
2008-02-20 05:33:22	170509	23929
2008-02-20 05:33:22	170509	189970
2008-02-20 05:33:22	170509	172799
2008-02-20 05:33:22	170509	169714
2008-02-20 05:47:38	22324	64530
2008-02-20 06:00:45	208004	169822
2008-02-20 06:56:25	19728	54258
2008-02-20 06:56:25	54258	22324
2008-02-20 06:56:25	54258	19728
2008-02-20 06:56:25	54258	11026
2008-02-20 06:56:25	54258	175360
2008-02-20 06:56:25	175360	54258
2008-02-20 06:56:25	11026	54258
2008-02-20 10:42:42	23291	76482
2008-02-20 10:45:54	175360	17462
2008-02-20 10:45:54	17462	72858
2008-02-20 10:45:54	188172	17462
2008-02-20 10:45:54	23291	17462
2008-02-20 10:45:54	172166	17462
2008-02-20 10:45:54	17462	11026
2008-02-20 10:45:54	17462	175360
2008-02-20 10:45:54	17462	172799
2008-02-20 10:45:54	25095	17462
2008-02-20 10:45:54	17462	172166
2008-02-20 10:45:54	55933	17462
2008-02-20 10:45:54	172799	17462
2008-02-20 10:56:00	44355	76477
2008-02-20 10:56:00	25532	76477
2008-02-20 10:56:00	76477	44355
2008-02-20 10:56:00	76477	25532
2008-02-20 10:56:00	76477	172799
2008-02-20 11:11:14	19728	177008
2008-02-20 18:35:46	155588	55933
2008-02-20 18:35:46	155588	11026
2008-02-20 18:35:46	155588	5885
2008-02-20 18:35:46	155588	72858
2008-02-20 18:35:46	155588	36240
2008-02-20 18:35:46	155588	179939
2008-02-20 18:35:46	155588	169822
2008-02-20 18:35:46	33687	155588
2008-02-20 18:35:46	155588	71182
2008-02-20 18:35:46	155588	72902
2008-02-20 18:35:46	127999	155588
2008-02-20 18:35:46	25095	155588
2008-02-20 18:35:46	186480	155588
2008-02-20 18:35:46	155588	186480
2008-02-20 18:35:46	19728	155588
2008-02-20 18:35:46	155588	85130
2008-02-20 18:35:46	25532	155588
2008-02-20 18:35:46	155588	33687
2008-02-20 18:35:46	155588	30559
2008-02-20 18:35:46	72902	155588
2008-02-20 18:35:46	169931	155588
2008-02-20 18:35:46	155588	82986
2008-02-20 18:35:46	172886	155588
2008-02-20 18:35:46	155588	172799
2008-02-20 18:35:46	155588	169860
2008-02-20 18:35:46	18662	155588
2008-02-20 18:35:46	155588	201291
2008-02-20 18:35:46	172799	155588
2008-02-20 18:35:46	155588	44226
2008-02-20 18:35:46	155588	169682
2008-02-20 18:35:46	5885	155588
2008-02-20 18:35:46	67202	155588
2008-02-20 18:35:46	155588	30535
2008-02-20 18:35:46	155588	18662
2008-02-20 18:35:46	44226	155588
2008-02-20 18:35:46	55933	155588
2008-02-20 18:35:46	182700	155588
2008-02-20 21:12:07	169737	171690
2008-02-20 22:43:08	19247	187676
2008-02-20 22:43:08	19247	169860
2008-02-21 02:30:31	24492	179417
2008-02-21 02:30:31	19728	24492
2008-02-21 02:30:31	24492	28071
2008-02-21 02:30:31	24492	22511
2008-02-21 02:30:31	24492	172799
2008-02-21 02:30:31	24492	28799
2008-02-21 02:30:31	24492	74886
2008-02-21 02:30:31	24492	76359
2008-02-21 02:48:23	172799	23950
2008-02-21 02:48:23	55933	23950
2008-02-21 02:48:23	23950	177364
2008-02-21 02:48:23	155588	23950
2008-02-21 02:48:23	54258	23950
2008-02-21 02:48:23	23950	54258
2008-02-21 02:48:23	28071	23950
2008-02-21 02:48:23	127999	23950
2008-02-21 02:48:23	19728	23950
2008-02-21 02:51:47	29627	22324
2008-02-21 02:51:47	29627	169669
2008-02-21 02:51:47	29627	172799
2008-02-21 02:51:47	54258	29627
2008-02-21 02:51:47	172799	29627
2008-02-21 02:51:47	29627	64530
2008-02-21 02:51:47	127999	29627
2008-02-21 02:51:47	29627	76359
2008-02-21 02:51:47	29627	177008
2008-02-21 02:51:47	29627	171690
2008-02-21 02:51:47	19728	29627
2008-02-21 02:51:47	29627	179417
2008-02-21 02:51:47	153028	29627
2008-02-21 02:51:47	169860	29627
2008-02-21 02:51:47	29627	170411
2008-02-21 02:56:45	172799	168368
2008-02-21 02:56:45	19728	168368
2008-02-21 03:03:47	30508	19728
2008-02-21 03:03:47	30508	72858
2008-02-21 04:28:22	3276	30559
2008-02-21 04:28:22	3276	189970
2008-02-21 04:28:22	3276	181085
2008-02-21 04:28:22	3276	19728
2008-02-21 04:28:22	3276	170411
2008-02-21 04:28:22	18662	3276
2008-02-21 04:28:22	3276	76359
2008-02-21 04:28:22	3276	28799
2008-02-21 04:28:22	54258	3276
2008-02-21 04:28:22	3276	44226
2008-02-21 04:28:22	3276	22511
2008-02-21 04:28:22	71726	3276
2008-02-21 04:28:22	19728	3276
2008-02-21 04:28:22	3276	18662
2008-02-21 04:28:22	3276	155588
2008-02-21 04:28:22	3276	23929
2008-02-21 04:28:22	3276	22324
2008-02-21 04:28:22	3276	82986
2008-02-21 04:28:22	3276	64530
2008-02-21 04:28:22	3276	172799
2008-02-21 04:28:22	24492	3276
2008-02-21 04:41:10	186351	169860
2008-02-21 04:41:10	186351	172799
2008-02-21 05:33:00	28799	23935
2008-02-21 06:01:37	168368	53644
2008-02-21 13:50:40	110525	174425
2008-02-21 14:03:34	53071	169860
2008-02-21 14:03:34	53071	194669
2008-02-21 14:03:34	53071	11026
2008-02-21 14:03:34	53071	82986
2008-02-21 14:03:34	53071	172799
2008-02-21 14:47:48	20658	69606
2008-02-21 14:47:48	69606	20658
2008-02-22 02:57:30	54258	71312
2008-02-22 02:57:30	19728	71312
2008-02-22 03:01:13	180876	170758
2008-02-22 03:14:06	43387	19965
2008-02-22 03:14:06	25532	43387
2008-02-22 03:14:06	43387	179417
2008-02-22 03:14:06	55933	43387
2008-02-22 03:14:06	43387	23291
2008-02-22 03:14:06	43387	44226
2008-02-22 03:14:06	43387	25532
2008-02-22 03:14:06	43387	175360
2008-02-22 03:14:06	43387	76359
2008-02-22 03:50:05	76255	21266
2008-02-22 06:36:09	18597	164230
2008-02-22 06:36:09	18597	23950
2008-02-22 06:36:09	18597	28799
2008-02-22 06:36:09	18597	179417
2008-02-22 06:36:09	18597	187676
2008-02-22 06:36:09	18597	169860
2008-02-22 06:36:09	18597	5885
2008-02-22 06:36:09	23950	18597
2008-02-22 06:36:09	18597	172799
2008-02-22 06:36:09	18597	76359
2008-02-22 07:44:48	64821	64530
2008-02-22 07:46:08	19247	72197
2008-02-22 08:09:30	172799	30372
2008-02-22 08:09:30	64791	30372
2008-02-22 08:09:30	28799	30372
2008-02-22 08:27:18	3276	74483
2008-02-22 08:27:18	155588	74483
2008-02-22 08:27:18	72902	74483
2008-02-22 08:27:18	74483	47063
2008-02-22 08:27:18	74483	3276
2008-02-22 08:27:18	74483	171690
2008-02-22 08:27:18	172799	74483
2008-02-22 08:27:18	11026	74483
2008-02-22 08:27:18	27252	74483
2008-02-22 08:27:18	74483	11026
2008-02-22 20:38:51	178284	174311
2008-02-22 20:38:51	152716	174311
2008-02-22 20:38:51	170758	174311
2008-02-23 03:18:47	46194	172799
2008-02-23 03:32:37	188499	71726
2008-02-23 03:32:37	71726	188499
2008-02-23 03:44:23	40345	187676
2008-02-23 03:48:10	66212	24188
2008-02-23 03:48:10	66212	179417
2008-02-23 03:48:10	24188	66212
2008-02-23 03:48:10	66212	30559
