time	commentID	userID	commitID	line	position
2008-05-14 15:00:33	118747	69820	544028	-1	-1
2008-05-15 01:39:05	118736	49162	543974	-1	-1
2008-05-15 03:43:16	118737	173328	543974	-1	-1
2008-05-15 20:28:30	118730	173174	543965	-1	-1
2008-05-15 22:25:12	118726	30535	543965	-1	-1
2008-05-16 01:03:17	118727	49162	543968	-1	-1
2008-05-16 02:49:20	118745	67286	544014	-1	-1
2008-05-16 03:34:43	118731	30535	543968	-1	-1
2008-05-16 04:42:14	118732	15488	543968	-1	-1
2008-05-16 13:04:19	118734	70177	543968	-1	-1
2008-05-19 11:00:42	80203	118188	338457	-1	-1
2008-05-19 22:11:59	80202	82255	338457	-1	-1
2008-05-22 00:04:27	118917	507703	544218	-1	-1
2008-05-22 06:01:23	118855	171955	544128	-1	-1
2008-05-22 06:34:00	118913	196660	544218	-1	-1
2008-05-22 23:56:40	118912	19432	544218	-1	-1
2008-05-23 00:19:36	118724	46510	543927	-1	-1
2008-05-26 02:25:47	118728	186635	543950	-1	-1
2008-05-26 05:30:18	118705	76426	543917	-1	-1
2008-05-26 07:31:39	118703	74816	543917	-1	-1
2008-05-26 10:20:59	118704	209744	543918	-1	-1
2008-05-26 11:28:35	118706	30535	543918	-1	-1
2008-05-26 12:24:56	118707	69820	543918	-1	-1
2008-05-26 14:50:03	118708	175103	543918	-1	-1
2008-05-26 14:56:44	118709	175103	543918	-1	-1
2008-05-26 14:56:51	118710	175103	543918	-1	-1
2008-05-30 21:10:09	118697	170742	543905	-1	-1
2008-05-30 22:09:02	118693	172886	543905	-1	-1
2008-05-31 06:01:59	118696	16640	543905	-1	-1
2008-05-31 16:43:24	118695	376780	543905	-1	-1
2008-05-31 18:14:18	118698	76426	543905	-1	-1
2008-06-01 07:27:36	118699	507691	543894	-1	-1
2008-06-01 09:08:26	118700	56175	543905	-1	-1
2008-06-02 11:34:43	118701	172886	543905	-1	-1
2008-06-02 22:17:17	118932	19965	544357	-1	-1
2008-06-02 22:21:32	118934	19965	544357	-1	-1
2008-06-03 00:01:20	118935	69820	544357	-1	-1
2008-06-03 00:41:50	118936	19965	544357	-1	-1
2008-06-03 01:53:50	118689	217425	543872	-1	-1
2008-06-03 02:36:22	118691	178284	543872	-1	-1
2008-06-03 05:51:40	118680	151734	543868	-1	-1
2008-06-03 05:57:51	118682	151734	543868	-1	-1
2008-06-03 06:52:49	118681	5885	543868	-1	-1
2008-06-03 07:04:40	118684	206671	543868	-1	-1
2008-06-03 07:31:23	118687	30535	543868	-1	-1
2008-06-03 07:53:50	118686	206671	543868	-1	-1
2008-06-03 11:55:53	118679	59469	543860	-1	-1
2008-06-03 21:12:00	118692	170687	543898	-1	-1
2008-06-03 21:28:13	118750	197585	544028	-1	-1
2008-06-03 21:33:32	118751	197585	544028	-1	-1
2008-06-04 17:11:28	118672	111874	543848	-1	-1
2008-06-04 17:26:15	118673	48763	543848	-1	-1
2008-06-04 22:32:31	118674	30535	543848	-1	-1
2008-06-04 23:39:26	118675	46842	543848	-1	-1
2008-06-05 01:56:59	118676	30535	543848	-1	-1
2008-06-05 17:29:26	118670	32991	543838	-1	-1
2008-06-05 21:00:10	118671	76426	543838	-1	-1
2008-06-06 04:55:07	118702	69820	543906	-1	-1
2008-06-06 20:51:12	118663	123616	543825	-1	-1
2008-06-06 20:52:35	118664	123616	543825	-1	-1
2008-06-06 23:39:35	118666	30535	543830	-1	-1
2008-06-07 03:41:18	118665	69820	543825	-1	-1
2008-06-07 06:50:27	118667	95341	543834	-1	-1
2008-06-07 10:28:11	118668	69820	543834	-1	-1
2008-06-10 00:07:31	118820	186413	544043	-1	-1
2008-06-10 00:07:38	118822	186413	544043	-1	-1
2008-06-10 00:07:42	118823	186413	544043	-1	-1
2008-06-10 03:19:07	118669	170391	543834	-1	-1
2008-06-11 04:31:15	118661	151734	543791	-1	-1
2008-06-11 05:17:14	118662	507564	543812	-1	-1
2008-06-11 06:57:17	118657	173174	543773	-1	-1
2008-06-11 15:00:37	118655	172235	543774	-1	-1
2008-06-12 00:04:10	118656	69820	543774	-1	-1
2008-06-12 11:54:12	118660	172886	543788	-1	-1
2008-06-13 21:28:49	118651	34099	543746	-1	-1
2008-06-13 21:54:51	118652	187657	543746	-1	-1
2008-06-13 21:55:36	118654	187657	543746	-1	-1
2008-06-14 09:27:04	118650	123616	543739	-1	-1
2008-06-15 20:26:08	118938	169860	544357	1	1
2008-06-16 02:16:14	118942	69820	544357	-1	-1
2008-06-16 02:59:26	118939	19965	544357	-1	-1
2008-06-16 03:15:34	118937	169769	544357	-1	-1
2008-06-16 03:15:48	118940	169769	544357	-1	-1
2008-06-16 04:39:54	118943	173415	544357	-1	-1
2008-06-16 05:48:17	118941	19965	544357	-1	-1
2008-06-16 06:53:55	118944	173415	544357	-1	-1
2008-06-16 06:54:11	118945	173415	544357	-1	-1
2008-06-16 06:56:05	118946	173415	544357	-1	-1
2008-06-16 08:07:45	118653	30372	543746	-1	-1
2008-06-16 10:38:47	118950	11026	544357	-1	-1
2008-06-16 10:48:28	118951	69820	544357	-1	-1
2008-06-16 10:57:05	118948	69820	544357	-1	-1
2008-06-16 10:59:51	118947	69820	544357	-1	-1
2008-06-16 11:18:42	118949	173415	544357	-1	-1
2008-06-16 11:23:34	118952	173415	544357	-1	-1
2008-06-16 14:06:14	118954	19965	544357	-1	-1
2008-06-16 17:16:55	118953	194676	544357	-1	-1
2008-06-16 17:32:47	118956	69820	544357	-1	-1
2008-06-16 17:48:23	118957	19965	544357	-1	-1
2008-06-17 00:54:29	118853	205577	544128	-1	-1
2008-06-17 04:02:46	118856	169769	544128	-1	-1
2008-06-19 03:30:01	118539	435630	543719	-1	-1
2008-06-19 03:30:35	118540	435630	543719	-1	-1
2008-06-19 09:51:45	118542	195812	543719	-1	-1
2008-06-20 22:25:01	118530	44355	543710	-1	-1
2008-06-21 01:05:32	118519	29553	543687	-1	-1
2008-06-21 01:43:41	118533	69820	543710	-1	-1
2008-06-21 12:13:31	118532	44355	543710	-1	-1
2008-06-21 16:31:08	118520	76561	543691	-1	-1
2008-06-21 16:37:38	118522	69820	543691	-1	-1
2008-06-22 23:15:54	118955	56175	544357	-1	-1
2008-06-23 04:37:41	118958	173415	544357	-1	-1
2008-06-23 17:15:24	118536	27657	543710	-1	-1
2008-06-24 20:58:50	118521	16147	543692	-1	-1
2008-06-24 22:18:14	118959	25984	544357	-1	-1
2008-06-24 22:20:28	118961	195538	544357	-1	-1
2008-06-24 22:56:49	118960	19415	544357	-1	-1
2008-06-25 03:44:06	118962	170061	544357	-1	-1
2008-06-25 05:00:25	118963	19965	544357	-1	-1
2008-06-25 05:42:12	118964	69820	544357	-1	-1
2008-06-25 20:32:46	118517	44355	543659	-1	-1
2008-06-26 09:43:38	118516	44355	543659	-1	-1
2008-06-27 21:23:56	118518	169822	543664	-1	-1
2008-07-08 00:06:50	118494	172834	543621	-1	-1
2008-07-08 00:07:08	118495	172834	543621	-1	-1
2008-07-10 02:38:23	118484	187657	543562	143	17
2008-07-10 03:21:09	118485	14686	543562	-1	-1
2008-07-10 07:04:46	118487	157392	543562	-1	-1
2008-07-10 08:47:00	118534	67777	543562	-1	-1
2008-07-10 11:17:08	80064	176146	338314	-1	-1
2008-07-10 11:18:19	80065	176146	338314	-1	-1
2008-07-10 11:19:14	80062	176146	338314	-1	-1
2008-07-10 12:02:36	80063	82255	338314	-1	-1
2008-07-10 14:40:46	118497	128467	543631	-1	-1
2008-07-10 21:25:29	118498	32528	543631	-1	-1
2008-07-11 02:39:20	118499	34062	543631	-1	-1
2008-07-11 02:40:29	118501	34062	543631	-1	-1
2008-07-11 03:09:07	118500	72858	543631	-1	-1
2008-07-11 03:20:07	118502	32528	543631	-1	-1
2008-07-11 05:11:21	118492	507686	543563	-1	-1
2008-07-11 07:00:02	118486	29553	543562	-1	-1
2008-07-11 07:10:02	118685	217425	543870	92	54
2008-07-11 08:55:40	119049	128467	545678	-1	-1
2008-07-11 17:26:28	118503	21784	543631	-1	-1
2008-07-11 17:38:50	119052	56175	545678	-1	-1
2008-07-11 18:17:45	118490	169769	543563	-1	-1
2008-07-12 00:46:53	118488	204910	543562	-1	-1
2008-07-12 16:40:56	118489	56175	543562	-1	-1
2008-07-13 04:54:11	118482	23442	543541	42	40
2008-07-13 12:28:24	118483	30535	543541	-1	-1
2008-07-13 13:43:10	118504	193490	543631	-1	-1
2008-07-13 15:28:45	118505	128467	543631	-1	-1
2008-07-14 01:21:39	118506	172864	543631	-1	-1
2008-07-14 04:26:44	118508	219610	543631	-1	-1
2008-07-14 05:29:54	118507	182700	543631	-1	-1
2008-07-14 06:29:42	118509	23301	543631	-1	-1
2008-07-14 12:19:39	118510	128467	543631	-1	-1
2008-07-14 17:10:24	118476	173174	543535	-1	-1
2008-07-14 17:44:45	118478	76426	543535	-1	-1
2008-07-14 18:31:56	118477	34275	543535	-1	-1
2008-07-14 19:19:06	118479	19965	543535	-1	-1
2008-07-14 23:07:45	118480	76426	543535	-1	-1
2008-07-15 06:15:24	118473	119059	543522	-1	-1
2008-07-15 07:29:10	118474	69820	543522	-1	-1
2008-07-15 10:24:35	118458	187577	543508	25	19
2008-07-15 10:25:40	118459	187577	543508	25	19
2008-07-15 23:30:18	118462	30535	543508	-1	-1
2008-07-16 01:14:57	118457	28480	543503	49	46
2008-07-16 10:09:15	118461	186480	543511	-1	-1
2008-07-16 13:09:25	118465	30535	543511	-1	-1
2008-07-16 16:54:56	118466	169715	543511	-1	-1
2008-07-16 20:14:00	118460	71047	543509	-1	-1
2008-07-16 20:23:15	118463	71047	543511	-1	-1
2008-07-16 20:41:33	118425	169715	543472	-1	-1
2008-07-17 01:16:10	118464	30535	543511	-1	-1
2008-07-17 06:46:11	118735	215278	543971	326	68
2008-07-17 08:48:31	118733	215278	543971	326	68
2008-07-17 09:12:49	118467	67777	543511	-1	-1
2008-07-17 09:16:10	118468	67777	543511	-1	-1
2008-07-17 09:16:14	118470	67777	543511	-1	-1
2008-07-17 10:28:56	118469	30535	543511	-1	-1
2008-07-17 13:47:44	118421	172235	543462	-1	-1
2008-07-17 14:11:28	118419	30535	543462	-1	-1
2008-07-17 20:13:32	118422	169715	543462	-1	-1
2008-07-17 20:21:28	118420	170305	543462	-1	-1
2008-07-17 21:16:25	118424	169715	543462	-1	-1
2008-07-18 21:06:39	118471	32528	543511	-1	-1
2008-07-19 00:18:00	118472	30535	543511	-1	-1
2008-07-19 00:24:14	118416	170742	543443	48	41
2008-07-19 02:51:59	118417	56175	543443	-1	-1
2008-07-19 03:01:10	118418	32528	543443	-1	-1
2008-07-19 10:10:45	118408	169715	543439	-1	-1
2008-07-19 10:13:28	118409	169715	543440	-1	-1
2008-07-19 10:13:56	118410	169715	543440	-1	-1
2008-07-19 10:19:22	118412	169715	543442	-1	-1
2008-07-19 10:19:35	118413	169715	543442	-1	-1
2008-07-19 12:05:22	118415	30535	543442	-1	-1
2008-07-19 12:05:33	118414	30535	543442	-1	-1
2008-07-20 03:11:25	118405	169715	543431	-1	-1
2008-07-20 03:26:16	118406	178284	543431	-1	-1
2008-07-20 20:32:08	118443	170387	543482	-1	-1
2008-07-20 22:06:14	118445	155588	543482	-1	-1
2008-07-20 23:12:17	118444	34062	543482	-1	-1
2008-07-21 00:06:06	118407	16422	543431	-1	-1
2008-07-21 01:08:17	118446	22285	543482	-1	-1
2008-07-21 02:17:20	118449	30535	543482	-1	-1
2008-07-21 02:50:16	118447	56175	543482	-1	-1
2008-07-21 03:00:48	118448	155588	543482	-1	-1
2008-07-21 03:02:02	118450	155588	543482	-1	-1
2008-07-22 05:39:53	118929	96243	544301	-1	-1
2008-07-22 06:10:05	118933	169769	544301	-1	-1
2008-07-22 08:40:06	118451	172834	543482	-1	-1
2008-07-23 01:56:27	118395	217425	543409	79	5
2008-07-24 06:57:17	118391	169715	543406	-1	-1
2008-07-24 07:32:54	118393	155588	543406	-1	-1
2008-07-24 10:40:03	118380	67777	543403	-1	-1
2008-07-24 13:26:20	118382	30535	543403	-1	-1
2008-07-24 13:28:45	118381	30535	543403	-1	-1
2008-07-24 18:03:32	118383	67777	543403	-1	-1
2008-07-24 20:47:46	118384	32528	543403	-1	-1
2008-07-25 03:12:01	118397	169715	543406	-1	-1
2008-07-25 05:28:25	118919	186480	544257	-1	-1
2008-07-25 05:29:51	118916	186480	544257	-1	-1
2008-07-25 13:31:12	118918	56175	544257	-1	-1
2008-07-25 21:39:37	118475	186562	543530	-1	-1
2008-07-25 23:26:16	118402	186562	543423	-1	-1
2008-07-25 23:27:31	118481	186562	543535	-1	-1
2008-07-25 23:27:35	118989	186562	544828	-1	-1
2008-07-26 07:35:22	118385	96694	543403	-1	-1
2008-07-26 08:05:03	118453	207423	543482	-1	-1
2008-07-26 11:32:27	118386	123616	543403	-1	-1
2008-07-26 12:04:41	118511	225451	543645	-1	-1
2008-07-26 12:31:18	118512	225451	543645	-1	-1
2008-07-26 12:43:37	118513	225451	543645	-1	-1
2008-07-26 13:09:44	118387	178284	543403	-1	-1
2008-07-26 13:11:47	118388	178284	543403	-1	-1
2008-07-26 13:24:11	118389	123616	543403	-1	-1
2008-07-26 17:55:05	118390	56175	543403	-1	-1
2008-07-26 20:19:04	118392	76426	543403	-1	-1
2008-07-26 23:18:45	118401	27578	543411	-1	-1
2008-07-27 01:08:47	118400	30535	543411	-1	-1
2008-07-27 11:29:22	118403	27578	543411	-1	-1
2008-07-29 04:54:37	118967	19965	544357	-1	-1
2008-07-29 10:35:41	118370	123616	543391	-1	-1
2008-07-29 12:38:47	118371	30535	543391	-1	-1
2008-07-29 15:28:47	118966	44974	544357	-1	-1
2008-07-29 16:14:40	118372	56175	543391	-1	-1
2008-07-29 16:22:00	118965	56175	544357	-1	-1
2008-07-29 21:43:38	118373	123616	543391	-1	-1
2008-08-01 05:26:47	118368	172886	543370	-1	-1
2008-08-04 18:35:15	118514	170387	543645	-1	-1
2008-08-05 04:04:48	118694	170687	543898	-1	-1
2008-08-06 20:42:55	118357	66974	543358	-1	-1
2008-08-06 22:10:23	118358	56175	543358	-1	-1
2008-08-06 22:26:11	118360	66974	543358	-1	-1
2008-08-06 22:34:30	118359	507654	543358	-1	-1
2008-08-07 00:57:52	118361	56175	543358	-1	-1
2008-08-07 00:57:57	118362	56175	543358	-1	-1
2008-08-07 00:58:21	118363	56175	543358	-1	-1
2008-08-07 01:27:55	118365	66974	543358	-1	-1
2008-08-07 03:15:57	118364	56175	543358	-1	-1
2008-08-07 12:47:17	118920	186480	544257	-1	-1
2008-08-08 09:48:15	118394	170411	543407	-1	-1
2008-08-08 10:11:56	118398	34062	543407	-1	-1
2008-08-08 10:44:56	118399	34062	543407	-1	-1
2008-08-08 11:00:40	118396	170411	543407	-1	-1
2008-08-09 12:09:49	118342	169705	543344	280	65
2008-08-09 23:25:07	118345	30535	543344	-1	-1
2008-08-13 23:26:52	118344	351412	543344	-1	-1
2008-08-13 23:27:55	118343	351412	543344	-1	-1
2008-08-14 00:51:58	118347	507683	543344	-1	-1
2008-08-14 03:39:58	118338	5885	543322	-1	-1
2008-08-14 04:59:47	118349	351412	543344	-1	-1
2008-08-14 07:07:27	118348	30535	543344	-1	-1
2008-08-14 08:07:53	118346	30535	543344	-1	-1
2008-08-14 08:08:01	118350	30535	543344	-1	-1
2008-08-14 08:12:53	118351	172799	543344	-1	-1
2008-08-14 08:42:20	118341	30535	543341	-1	-1
2008-08-14 14:40:30	78603	95341	324699	28	6
2008-08-14 17:20:33	78604	142708	324699	-1	-1
2008-08-15 00:53:37	118340	34275	543322	-1	-1
2008-08-15 01:59:44	118339	5885	543325	-1	-1
2008-08-15 05:53:04	118352	169705	543344	-1	-1
2008-08-15 06:31:55	78605	192317	324699	-1	-1
2008-08-15 06:57:14	78606	95341	324699	-1	-1
2008-08-15 09:51:56	78607	95341	324699	-1	-1
2008-08-15 17:03:25	118355	198659	543351	-1	-1
2008-08-16 03:30:43	118353	178284	543344	-1	-1
2008-08-16 03:31:43	118354	178284	543344	-1	-1
2008-08-16 03:33:43	118356	178284	543344	-1	-1
2008-08-18 15:39:51	118337	200050	543297	-1	-1
2008-08-20 06:06:46	118332	170411	543288	-1	-1
2008-08-20 07:43:54	118331	30535	543288	-1	-1
2008-08-20 16:35:38	118334	169600	543289	171	16
2008-08-20 22:47:19	118335	30535	543289	-1	-1
2008-08-21 04:29:31	118366	218378	543358	-1	-1
2008-08-21 04:30:31	118367	218378	543358	-1	-1
2008-08-21 20:49:25	118333	22024	543260	-1	-1
2008-08-23 03:33:08	118496	30535	543586	-1	-1
2008-08-23 06:54:48	118326	169744	543243	-1	-1
2008-08-23 19:29:08	118330	56175	543243	-1	-1
2008-08-24 01:45:17	118328	169744	543243	-1	-1
2008-08-24 21:41:18	118968	28159	544357	-1	-1
2008-08-26 09:46:20	80038	59370	338274	-1	-1
2008-08-26 10:01:35	80037	59370	338274	-1	-1
2008-08-26 16:05:40	118320	34275	543176	-1	-1
2008-08-26 16:52:50	118323	32991	543176	-1	-1
2008-08-26 16:54:00	118454	22024	543495	-1	-1
2008-08-26 19:33:42	118970	19965	544357	-1	-1
2008-08-26 22:19:20	118324	172886	543176	-1	-1
2008-08-27 02:54:40	118325	170387	543176	-1	-1
2008-08-27 04:55:30	118452	69820	543495	-1	-1
2008-08-27 18:40:33	118978	170945	544745	-1	-1
2008-08-28 01:01:07	118979	56175	544745	-1	-1
2008-08-28 01:01:18	118982	56175	544745	-1	-1
2008-08-28 01:02:18	118980	56175	544745	-1	-1
2008-08-28 01:03:18	118983	56175	544745	-1	-1
2008-08-28 01:03:51	118981	56175	544745	-1	-1
2008-08-28 01:06:57	118984	56175	544745	-1	-1
2008-08-28 06:34:30	118987	16640	544745	-1	-1
2008-08-28 09:20:37	118313	67777	543153	-1	-1
2008-08-28 12:13:36	118310	69820	543153	-1	-1
2008-08-28 16:23:27	118312	56175	543153	-1	-1
2008-08-28 17:13:07	118311	14950	543153	-1	-1
2008-08-28 18:23:41	118314	78221	543153	-1	-1
2008-08-28 18:36:04	118316	29553	543153	-1	-1
2008-08-28 20:14:54	118315	14950	543153	-1	-1
2008-08-28 20:15:31	118317	14950	543153	-1	-1
2008-08-28 22:22:14	118318	206671	543153	-1	-1
2008-08-29 00:28:09	118319	16640	543153	-1	-1
2008-08-29 00:50:15	118321	172799	543153	-1	-1
2008-08-29 03:18:38	118969	123616	544357	-1	-1
2008-08-29 18:13:58	118308	56175	543120	-1	-1
2008-08-29 22:26:10	118304	32894	543118	107	5
2008-08-29 22:38:43	118306	34062	543118	-1	-1
2008-08-30 03:14:01	118307	56175	543118	-1	-1
2008-09-01 15:37:45	118295	22285	543082	-1	-1
2008-09-04 04:01:21	118329	76426	543259	-1	-1
2008-09-06 19:50:36	118302	169901	543104	-1	-1
2008-09-06 22:06:13	118303	44974	543104	-1	-1
2008-09-06 22:09:53	118305	44974	543104	-1	-1
2008-09-08 05:57:44	118284	123616	543047	-1	-1
2008-09-08 07:29:30	118283	30535	543047	-1	-1
2008-09-08 12:52:20	118296	194496	543100	-1	-1
2008-09-08 12:53:45	118298	194496	543100	-1	-1
2008-09-08 12:55:11	118299	194496	543100	-1	-1
2008-09-09 00:17:40	118291	169886	543061	-1	-1
2008-09-09 06:01:59	118288	69820	543061	-1	-1
2008-09-09 17:08:37	118285	56175	543047	-1	-1
2008-09-09 21:10:34	61606	151470	248016	-1	-1
2008-09-10 00:26:22	61607	47796	248016	-1	-1
2008-09-10 01:43:40	118287	218378	543049	-1	-1
2008-09-10 02:19:32	61608	73855	248016	-1	-1
2008-09-10 07:10:08	118276	39935	543028	-1	-1
2008-09-10 07:21:44	118277	178284	543028	-1	-1
2008-09-10 07:45:24	118273	39935	543027	-1	-1
2008-09-10 07:47:51	118279	39935	543028	-1	-1
2008-09-10 12:04:01	118864	16467	544143	-1	-1
2008-09-10 16:00:49	118254	109687	543014	-1	-1
2008-09-10 21:54:15	118252	111874	543014	-1	-1
2008-09-10 22:52:41	118249	33687	543013	260	21
2008-09-10 23:18:23	118255	60122	543014	-1	-1
2008-09-10 23:21:54	118250	193043	543013	-1	-1
2008-09-10 23:29:55	118256	60122	543014	-1	-1
2008-09-10 23:33:09	118257	29553	543014	-1	-1
2008-09-11 00:55:18	118258	193043	543014	-1	-1
2008-09-11 01:14:51	118259	190358	543014	-1	-1
2008-09-11 02:32:38	118260	60122	543014	-1	-1
2008-09-11 03:58:29	118678	172474	543855	320	317
2008-09-11 04:18:11	118261	16147	543014	-1	-1
2008-09-11 04:30:54	118251	275920	543013	-1	-1
2008-09-11 04:49:36	118290	169886	543061	-1	-1
2008-09-11 06:31:57	118293	167988	543061	-1	-1
2008-09-11 06:35:54	118292	69820	543061	-1	-1
2008-09-11 06:40:28	118677	30535	543855	-1	-1
2008-09-11 07:02:10	118294	169886	543061	-1	-1
2008-09-11 10:53:03	118263	44355	543014	-1	-1
2008-09-11 15:44:31	118262	56175	543014	-1	-1
2008-09-11 18:20:56	118264	60122	543014	-1	-1
2008-09-11 20:08:43	118246	198659	543006	-1	-1
2008-09-11 21:52:35	118266	56175	543014	-1	-1
2008-09-11 21:54:19	118248	56175	543006	-1	-1
2008-09-11 22:02:23	118265	56175	543014	-1	-1
2008-09-11 22:05:51	118267	56175	543014	-1	-1
2008-09-12 00:03:05	118253	111874	543013	-1	-1
2008-09-12 00:07:14	118269	111874	543014	-1	-1
2008-09-12 00:44:18	118239	111874	542995	-1	-1
2008-09-12 04:27:59	118241	169769	542995	-1	-1
2008-09-12 07:33:43	118240	111874	542995	-1	-1
2008-09-12 15:53:30	118270	60122	543014	-1	-1
2008-09-12 17:28:34	118242	56175	542995	-1	-1
2008-09-12 17:41:20	118243	170159	542995	-1	-1
2008-09-12 18:48:08	118268	60122	543014	-1	-1
2008-09-12 20:07:22	118244	169600	542995	-1	-1
2008-09-12 22:26:54	118245	111874	542995	-1	-1
2008-09-12 22:40:25	118271	111874	543014	-1	-1
2008-09-12 23:07:06	118247	60122	542995	-1	-1
2008-09-14 04:10:31	119155	179546	547743	-1	-1
2008-09-16 16:19:57	118237	175103	542976	-1	-1
2008-09-17 01:57:55	118238	175103	542976	-1	-1
2008-09-17 05:05:10	118282	468276	543046	-1	-1
2008-09-17 05:57:39	118280	178284	543046	-1	-1
2008-09-17 21:52:21	118235	186424	542973	-1	-1
2008-09-18 05:19:03	118301	22770	543103	-1	-1
2008-09-18 22:38:09	119068	172474	546096	346	95
2008-09-19 00:25:41	119067	23066	546096	-1	-1
2008-09-19 00:42:06	119071	172014	546096	-1	-1
2008-09-19 00:43:41	119072	45130	546096	-1	-1
2008-09-19 00:48:39	119074	383369	546096	-1	-1
2008-09-19 00:57:30	119075	49881	546096	-1	-1
2008-09-19 01:13:18	119080	507707	546096	-1	-1
2008-09-19 01:24:29	119078	507705	546096	-1	-1
2008-09-19 01:31:45	119079	507706	546096	-1	-1
2008-09-19 01:32:08	119124	276682	546096	-1	-1
2008-09-19 02:11:39	119076	29280	546096	-1	-1
